id_geografia,id_cultivo,id_tiempo,rendimiento_ton_ha,precipitacion_mm,pesticidas_ton,temperatura_media_c
1,2,1990,3.661,921.1,121.0,12.17
1,2,1991,2.907,1030.5,121.0,11.16
1,2,1992,2.488,873.7,121.0,11.84
1,2,1993,2.418,940.1,121.0,11.79
1,2,1994,2.585,1033.2,201.0,12.81
1,2,1995,3.13,1220.0,251.0,11.66
1,2,1996,3.26,1311.0,262.0,11.31
1,2,1997,3.186,923.4,274.0,11.6
1,2,1998,3.342,1064.6,285.0,12.18
1,2,1999,3.746,1193.2,297.0,12.51
1,2,2000,3.881,808.8,308.0,12.85
1,2,2001,3.814,934.5,319.0,12.44
1,2,2002,3.946,1192.6,331.0,12.66
1,2,2003,4.28,1068.0,342.0,12.4
1,2,2004,4.62,1165.1,354.0,12.09
1,2,2005,4.544,1231.2,365.0,11.68
1,2,2006,5.011,1124.2,376.0,12.11
1,2,2007,4.673,1155.8,388.0,12.9
1,2,2008,5.0,1105.4,399.0,12.91
1,2,2009,5.569,1421.2,411.0,12.77
1,2,2010,6.679,1438.5,590.0,12.6
1,2,2011,5.987,876.6,583.0,12.41
1,2,2012,6.729,1109.0,362.0,12.96
1,2,2013,6.953,1148.8,451.0,12.97
1,2,2014,6.909,1427.5,457.0,13.12
1,2,2015,6.96,1130.5,538.0,13.0
1,2,2016,6.488,1200.7,584.0,12.9
1,2,2017,6.563,1089.4,615.0,12.81
1,2,2018,7.227,1022.0,442.0,13.49
1,2,2019,7.053,1292.3,746.0,13.47
1,2,2020,7.036,1074.5,402.0,13.17
1,2,2021,7.107,1214.7,433.0,12.84
1,2,2022,7.09,995.3,296.0,13.44
1,2,2023,7.362,1178.7,296.0,13.86
1,4,1990,6.667,921.1,121.0,12.17
1,4,1991,7.782,1030.5,121.0,11.16
1,4,1992,8.292,873.7,121.0,11.84
1,4,1993,9.845,940.1,121.0,11.79
1,4,1994,8.14,1033.2,201.0,12.81
1,4,1995,11.132,1220.0,251.0,11.66
1,4,1996,10.614,1311.0,262.0,11.31
1,4,1997,10.987,923.4,274.0,11.6
1,4,1998,12.721,1064.6,285.0,12.18
1,4,1999,14.202,1193.2,297.0,12.51
1,4,2000,14.123,808.8,308.0,12.85
1,4,2001,14.882,934.5,319.0,12.44
1,4,2002,15.387,1192.6,331.0,12.66
1,4,2003,15.13,1068.0,342.0,12.4
1,4,2004,14.935,1165.1,354.0,12.09
1,4,2005,16.706,1231.2,365.0,11.68
1,4,2006,17.074,1124.2,376.0,12.11
1,4,2007,18.89,1155.8,388.0,12.9
1,4,2008,19.388,1105.4,399.0,12.91
1,4,2009,21.978,1421.2,411.0,12.77
1,4,2010,23.111,1438.5,590.0,12.6
1,4,2011,24.221,876.6,583.0,12.41
1,4,2012,25.054,1109.0,362.0,12.96
1,4,2013,26.011,1148.8,451.0,12.97
1,4,2014,25.0,1427.5,457.0,13.12
1,4,2015,24.257,1130.5,538.0,13.0
1,4,2016,24.589,1200.7,584.0,12.9
1,4,2017,25.111,1089.4,615.0,12.81
1,4,2018,26.171,1022.0,442.0,13.49
1,4,2019,25.646,1292.3,746.0,13.47
1,4,2020,26.274,1074.5,402.0,13.17
1,4,2021,24.943,1214.7,433.0,12.84
1,4,2022,26.506,995.3,296.0,13.44
1,4,2023,27.233,1178.7,296.0,13.86
1,5,1990,2.333,921.1,121.0,12.17
1,5,1991,2.854,1030.5,121.0,11.16
1,5,1992,4.0,873.7,121.0,11.84
1,5,1993,4.179,940.1,121.0,11.79
1,6,1990,1.25,921.1,121.0,12.17
1,6,1991,0.667,1030.5,121.0,11.16
1,6,1992,0.377,873.7,121.0,11.84
1,7,1990,0.7,921.1,121.0,12.17
1,7,1991,0.607,1030.5,121.0,11.16
1,7,1992,0.451,873.7,121.0,11.84
1,7,1993,0.8,940.1,121.0,11.79
1,7,1994,0.793,1033.2,201.0,12.81
1,7,1995,1.179,1220.0,251.0,11.66
1,7,1996,1.548,1311.0,262.0,11.31
1,7,1997,1.277,923.4,274.0,11.6
1,7,1998,1.433,1064.6,285.0,12.18
1,7,1999,1.714,1193.2,297.0,12.51
1,7,2000,1.5,808.8,308.0,12.85
1,7,2001,2.0,934.5,319.0,12.44
1,7,2002,2.0,1192.6,331.0,12.66
1,7,2003,1.211,1068.0,342.0,12.4
1,7,2004,1.333,1165.1,354.0,12.09
1,7,2005,1.75,1231.2,365.0,11.68
1,7,2006,2.0,1124.2,376.0,12.11
1,7,2007,2.0,1155.8,388.0,12.9
1,7,2008,2.0,1105.4,399.0,12.91
1,7,2009,1.667,1421.2,411.0,12.77
1,7,2010,1.667,1438.5,590.0,12.6
1,7,2011,1.852,876.6,583.0,12.41
1,7,2012,1.333,1109.0,362.0,12.96
1,7,2013,1.0,1148.8,451.0,12.97
1,7,2014,1.691,1427.5,457.0,13.12
1,7,2015,2.5,1130.5,538.0,13.0
1,7,2016,2.515,1200.7,584.0,12.9
1,7,2017,2.203,1089.4,615.0,12.81
1,7,2018,2.941,1022.0,442.0,13.49
1,7,2019,2.763,1292.3,746.0,13.47
1,7,2020,2.579,1074.5,402.0,13.17
1,7,2021,2.414,1214.7,433.0,12.84
1,7,2022,2.87,995.3,296.0,13.44
1,7,2023,2.863,1178.7,296.0,13.86
1,9,1990,3.02,921.1,121.0,12.17
1,9,1991,2.07,1030.5,121.0,11.16
1,9,1992,2.439,873.7,121.0,11.84
1,9,1993,2.998,940.1,121.0,11.79
1,9,1994,2.474,1033.2,201.0,12.81
1,9,1995,2.87,1220.0,251.0,11.66
1,9,1996,2.174,1311.0,262.0,11.31
1,9,1997,2.852,923.4,274.0,11.6
1,9,1998,2.804,1064.6,285.0,12.18
1,9,1999,2.495,1193.2,297.0,12.51
1,9,2000,3.046,808.8,308.0,12.85
1,9,2001,2.822,934.5,319.0,12.44
1,9,2002,3.162,1192.6,331.0,12.66
1,9,2003,2.863,1068.0,342.0,12.4
1,9,2004,3.113,1165.1,354.0,12.09
1,9,2005,3.158,1231.2,365.0,11.68
1,9,2006,3.079,1124.2,376.0,12.11
1,9,2007,3.55,1155.8,388.0,12.9
1,9,2008,4.017,1105.4,399.0,12.91
1,9,2009,4.023,1421.2,411.0,12.77
1,9,2010,3.99,1438.5,590.0,12.6
1,9,2011,4.23,876.6,583.0,12.41
1,9,2012,4.11,1109.0,362.0,12.96
1,9,2013,4.129,1148.8,451.0,12.97
1,9,2014,4.0,1427.5,457.0,13.12
1,9,2015,3.951,1130.5,538.0,13.0
1,9,2016,3.9,1200.7,584.0,12.9
1,9,2017,4.037,1089.4,615.0,12.81
1,9,2018,3.693,1022.0,442.0,13.49
1,9,2019,4.068,1292.3,746.0,13.47
1,9,2020,4.327,1074.5,402.0,13.17
1,9,2021,4.13,1214.7,433.0,12.84
1,9,2022,4.296,995.3,296.0,13.44
1,9,2023,4.054,1178.7,296.0,13.86
2,2,1990,1.65,90.9,5743.0,23.53
2,2,1991,1.923,87.4,7094.0,22.85
2,2,1992,2.283,90.4,3876.0,22.83
2,2,1993,1.25,66.7,3710.0,23.07
2,2,1994,0.451,83.6,4059.0,23.44
2,2,1995,1.612,83.2,6256.0,23.54
2,2,1996,1.715,99.6,2191.0,23.26
2,2,1997,2.142,94.1,1822.0,23.66
2,2,1998,1.722,71.6,1499.0,23.47
2,2,1999,2.238,95.3,2228.0,23.61
2,2,2000,3.619,61.4,2537.0,23.52
2,2,2001,2.718,66.8,2847.0,23.74
2,2,2002,3.348,73.0,3156.0,23.66
2,2,2003,2.885,107.1,3465.0,23.77
2,2,2004,3.173,96.4,3774.0,23.5
2,2,2005,3.386,74.9,2811.0,23.52
2,2,2006,6.567,90.8,2504.0,23.72
2,2,2007,8.562,92.0,3563.0,23.57
2,2,2008,4.471,84.1,5720.0,23.41
2,2,2009,3.091,94.7,3168.0,23.8
2,2,2010,2.583,94.8,1870.0,23.95
2,2,2011,2.337,97.9,7612.0,23.71
2,2,2012,2.558,87.2,8980.0,23.7
2,2,2013,3.365,91.4,8270.0,23.46
2,2,2014,2.616,78.6,7152.0,23.86
2,2,2015,3.924,78.6,4517.0,23.75
2,2,2016,4.512,69.2,4153.0,23.91
2,2,2017,1.301,77.5,6067.0,23.81
2,2,2018,4.442,95.8,6067.0,23.48
2,2,2019,4.154,79.8,6067.0,23.61
2,2,2020,6.074,62.6,6067.0,23.72
2,2,2021,5.128,63.4,6067.0,23.86
2,2,2022,5.5,58.5,6067.0,24.05
2,2,2023,6.0,61.1,6067.0,23.96
2,4,1990,7.894,90.9,5743.0,23.53
2,4,1991,9.075,87.4,7094.0,22.85
2,4,1992,10.792,90.4,3876.0,22.83
2,4,1993,11.122,66.7,3710.0,23.07
2,4,1994,9.508,83.6,4059.0,23.44
2,4,1995,13.677,83.2,6256.0,23.54
2,4,1996,13.463,99.6,2191.0,23.26
2,4,1997,14.104,94.1,1822.0,23.66
2,4,1998,16.026,71.6,1499.0,23.47
2,4,1999,15.353,95.3,2228.0,23.61
2,4,2000,16.614,61.4,2537.0,23.52
2,4,2001,14.702,66.8,2847.0,23.74
2,4,2002,18.377,73.0,3156.0,23.66
2,4,2003,21.204,107.1,3465.0,23.77
2,4,2004,20.358,96.4,3774.0,23.5
2,4,2005,21.627,74.9,2811.0,23.52
2,4,2006,22.069,90.8,2504.0,23.72
2,4,2007,18.993,92.0,3563.0,23.57
2,4,2008,23.639,84.1,5720.0,23.41
2,4,2009,25.076,94.7,3168.0,23.8
2,4,2010,27.053,94.8,1870.0,23.95
2,4,2011,29.281,97.9,7612.0,23.71
2,4,2012,30.429,87.2,8980.0,23.7
2,4,2013,30.322,91.4,8270.0,23.46
2,4,2014,29.925,78.6,7152.0,23.86
2,4,2015,29.61,78.6,4517.0,23.75
2,4,2016,30.451,69.2,4153.0,23.91
2,4,2017,30.952,77.5,6067.0,23.81
2,4,2018,31.092,95.8,6067.0,23.48
2,4,2019,31.801,79.8,6067.0,23.61
2,4,2020,31.174,62.6,6067.0,23.72
2,4,2021,31.865,63.4,6067.0,23.86
2,4,2022,32.881,58.5,6067.0,24.05
2,4,2023,33.785,61.1,6067.0,23.96
2,5,1990,2.8,90.9,5743.0,23.53
2,5,1991,2.679,87.4,7094.0,22.85
2,5,1992,2.474,90.4,3876.0,22.83
2,5,1993,2.312,66.7,3710.0,23.07
2,5,1994,2.139,83.6,4059.0,23.44
2,5,1995,1.962,83.2,6256.0,23.54
2,5,1996,1.788,99.6,2191.0,23.26
2,5,1997,1.5,94.1,1822.0,23.66
2,5,1998,1.503,71.6,1499.0,23.47
2,5,1999,1.398,95.3,2228.0,23.61
2,5,2000,1.31,61.4,2537.0,23.52
2,5,2001,1.237,66.8,2847.0,23.74
2,5,2002,1.305,73.0,3156.0,23.66
2,5,2003,1.289,107.1,3465.0,23.77
2,5,2004,1.289,96.4,3774.0,23.5
2,5,2005,1.305,74.9,2811.0,23.52
2,5,2006,1.28,90.8,2504.0,23.72
2,5,2007,1.341,92.0,3563.0,23.57
2,5,2008,1.398,84.1,5720.0,23.41
2,5,2009,1.462,94.7,3168.0,23.8
2,5,2010,1.532,94.8,1870.0,23.95
2,5,2011,1.609,97.9,7612.0,23.71
2,5,2012,1.667,87.2,8980.0,23.7
2,5,2013,1.778,91.4,8270.0,23.46
2,5,2014,1.778,78.6,7152.0,23.86
2,5,2015,1.794,78.6,4517.0,23.75
2,5,2016,1.783,69.2,4153.0,23.91
2,5,2017,1.794,77.5,6067.0,23.81
2,5,2018,1.79,95.8,6067.0,23.48
2,5,2019,1.789,79.8,6067.0,23.61
2,5,2020,1.793,62.6,6067.0,23.72
2,5,2021,1.882,63.4,6067.0,23.86
2,5,2022,1.854,58.5,6067.0,24.05
2,5,2023,1.879,61.1,6067.0,23.96
2,6,1990,1.657,90.9,5743.0,23.53
2,6,1991,2.423,87.4,7094.0,22.85
2,6,1992,4.0,90.4,3876.0,22.83
2,6,1993,5.0,66.7,3710.0,23.07
2,6,1995,1.267,83.2,6256.0,23.54
2,6,1996,1.475,99.6,2191.0,23.26
2,6,1997,4.0,94.1,1822.0,23.66
2,6,1998,2.45,71.6,1499.0,23.47
2,6,1999,2.7,95.3,2228.0,23.61
2,6,2000,6.95,61.4,2537.0,23.52
2,6,2001,2.775,66.8,2847.0,23.74
2,6,2002,3.39,73.0,3156.0,23.66
2,6,2003,2.639,107.1,3465.0,23.77
2,6,2004,4.332,96.4,3774.0,23.5
2,6,2005,3.349,74.9,2811.0,23.52
2,6,2006,5.673,90.8,2504.0,23.72
2,6,2007,11.906,92.0,3563.0,23.57
2,6,2008,6.179,84.1,5720.0,23.41
2,6,2009,9.046,94.7,3168.0,23.8
2,6,2010,3.029,94.8,1870.0,23.95
2,6,2011,10.0,97.9,7612.0,23.71
2,6,2012,20.6,87.2,8980.0,23.7
2,6,2013,6.0,91.4,8270.0,23.46
2,6,2014,6.2,78.6,7152.0,23.86
2,6,2015,12.169,78.6,4517.0,23.75
2,6,2016,25.521,69.2,4153.0,23.91
2,6,2017,15.939,77.5,6067.0,23.81
2,6,2018,13.666,95.8,6067.0,23.48
2,6,2019,7.023,79.8,6067.0,23.61
2,6,2020,3.765,62.6,6067.0,23.72
2,6,2021,3.676,63.4,6067.0,23.86
2,6,2022,8.039,58.5,6067.0,24.05
2,6,2023,3.72,61.1,6067.0,23.96
2,9,1990,0.632,90.9,5743.0,23.53
2,9,1991,1.081,87.4,7094.0,22.85
2,9,1992,0.994,90.4,3876.0,22.83
2,9,1993,0.81,66.7,3710.0,23.07
2,9,1994,0.8,83.6,4059.0,23.44
2,9,1995,0.892,83.2,6256.0,23.54
2,9,1996,1.309,99.6,2191.0,23.26
2,9,1997,0.802,94.1,1822.0,23.66
2,9,1998,0.885,71.6,1499.0,23.47
2,9,1999,1.071,95.3,2228.0,23.61
2,9,2000,0.919,61.4,2537.0,23.52
2,9,2001,1.11,66.8,2847.0,23.74
2,9,2002,1.074,73.0,3156.0,23.66
2,9,2003,1.448,107.1,3465.0,23.77
2,9,2004,1.358,96.4,3774.0,23.5
2,9,2005,1.506,74.9,2811.0,23.52
2,9,2006,1.507,90.8,2504.0,23.72
2,9,2007,1.274,92.0,3563.0,23.57
2,9,2008,1.104,84.1,5720.0,23.41
2,9,2009,1.598,94.7,3168.0,23.8
2,9,2010,1.484,94.8,1870.0,23.95
2,9,2011,1.74,97.9,7612.0,23.71
2,9,2012,1.764,87.2,8980.0,23.7
2,9,2013,1.91,91.4,8270.0,23.46
2,9,2014,1.475,78.6,7152.0,23.86
2,9,2015,1.464,78.6,4517.0,23.75
2,9,2016,1.183,69.2,4153.0,23.91
2,9,2017,1.15,77.5,6067.0,23.81
2,9,2018,2.043,95.8,6067.0,23.48
2,9,2019,1.963,79.8,6067.0,23.61
2,9,2020,1.681,62.6,6067.0,23.72
2,9,2021,1.584,63.4,6067.0,23.86
2,9,2022,1.667,58.5,6067.0,24.05
2,9,2023,1.389,61.1,6067.0,23.96
3,1,1990,4.118,1035.7,64.0,21.73
3,1,1991,4.029,1071.0,79.0,21.55
3,1,1992,4.23,932.5,23.0,21.69
3,1,1993,4.23,1042.5,169.0,21.58
3,1,1994,5.86,986.0,90.0,21.65
3,1,1995,5.1,960.4,336.0,21.93
3,1,1996,4.808,993.0,40.0,21.71
3,1,1997,4.42,1072.2,40.0,21.84
3,1,1998,5.573,1036.7,40.0,22.09
3,1,1999,5.982,1057.5,40.0,21.59
3,1,2000,8.299,1057.2,40.0,21.67
3,1,2001,9.407,1045.4,40.0,21.84
3,1,2002,11.007,1068.9,40.0,21.93
3,1,2003,9.567,1037.7,40.0,22.01
3,1,2004,12.56,1072.9,40.0,21.78
3,1,2005,11.763,1021.3,40.0,22.14
3,1,2006,11.72,1091.8,40.0,21.58
3,1,2007,11.539,1056.0,40.0,21.56
3,1,2008,14.808,1070.6,40.0,21.53
3,1,2009,15.176,1077.1,40.0,21.72
3,1,2010,15.578,1051.1,40.0,21.87
3,1,2011,13.365,1057.0,40.0,21.49
3,1,2012,10.007,1072.0,40.0,21.53
3,1,2013,14.052,1036.5,40.0,21.56
3,1,2014,10.106,1056.2,40.0,21.56
3,1,2015,10.133,1005.2,40.0,21.69
3,1,2016,6.444,1031.2,40.0,21.94
3,1,2017,8.24,1066.8,40.0,21.84
3,1,2018,9.247,1056.4,40.0,21.66
3,1,2019,9.521,1063.3,40.0,21.76
3,1,2020,9.938,1069.6,40.0,21.72
3,1,2021,9.702,1057.4,40.0,21.73
3,1,2022,10.153,1057.6,40.0,21.62
3,1,2023,10.426,1053.9,40.0,21.51
3,2,1990,0.274,1035.7,64.0,21.73
3,2,1991,0.401,1071.0,79.0,21.55
3,2,1992,0.378,932.5,23.0,21.69
3,2,1993,0.263,1042.5,169.0,21.58
3,2,1994,0.246,986.0,90.0,21.65
3,2,1995,0.352,960.4,336.0,21.93
3,2,1996,0.699,993.0,40.0,21.71
3,2,1997,0.596,1072.2,40.0,21.84
3,2,1998,0.74,1036.7,40.0,22.09
3,2,1999,0.636,1057.5,40.0,21.59
3,2,2000,0.574,1057.2,40.0,21.67
3,2,2001,0.575,1045.4,40.0,21.84
3,2,2002,0.671,1068.9,40.0,21.93
3,2,2003,0.756,1037.7,40.0,22.01
3,2,2004,0.54,1072.9,40.0,21.78
3,2,2005,0.674,1021.3,40.0,22.14
3,2,2006,0.469,1091.8,40.0,21.58
3,2,2007,0.509,1056.0,40.0,21.56
3,2,2008,0.795,1070.6,40.0,21.53
3,2,2009,0.661,1077.1,40.0,21.72
3,2,2010,0.72,1051.1,40.0,21.87
3,2,2011,0.738,1057.0,40.0,21.49
3,2,2012,0.777,1072.0,40.0,21.53
3,2,2013,0.947,1036.5,40.0,21.56
3,2,2014,1.039,1056.2,40.0,21.56
3,2,2015,1.123,1005.2,40.0,21.69
3,2,2016,0.978,1031.2,40.0,21.94
3,2,2017,0.894,1066.8,40.0,21.84
3,2,2018,1.048,1056.4,40.0,21.66
3,2,2019,1.067,1063.3,40.0,21.76
3,2,2020,1.099,1069.6,40.0,21.72
3,2,2021,1.084,1057.4,40.0,21.73
3,2,2022,1.12,1057.6,40.0,21.62
3,2,2023,1.155,1053.9,40.0,21.51
3,4,1990,4.0,1035.7,64.0,21.73
3,4,1991,4.0,1071.0,79.0,21.55
3,4,1992,4.0,932.5,23.0,21.69
3,4,1993,7.0,1042.5,169.0,21.58
3,4,1994,9.0,986.0,90.0,21.65
3,4,1995,7.694,960.4,336.0,21.93
3,4,1996,7.0,993.0,40.0,21.71
3,4,1997,6.857,1072.2,40.0,21.84
3,4,1998,6.287,1036.7,40.0,22.09
3,4,1999,5.46,1057.5,40.0,21.59
3,4,2000,2.988,1057.2,40.0,21.67
3,4,2001,4.255,1045.4,40.0,21.84
3,4,2002,4.275,1068.9,40.0,21.93
3,4,2003,4.521,1037.7,40.0,22.01
3,4,2004,2.015,1072.9,40.0,21.78
3,4,2005,2.365,1021.3,40.0,22.14
3,4,2006,5.215,1091.8,40.0,21.58
3,4,2007,6.214,1056.0,40.0,21.56
3,4,2008,8.508,1070.6,40.0,21.53
3,4,2009,8.651,1077.1,40.0,21.72
3,4,2010,8.742,1051.1,40.0,21.87
3,4,2011,8.137,1057.0,40.0,21.49
3,4,2012,6.938,1072.0,40.0,21.53
3,4,2013,6.33,1036.5,40.0,21.56
3,4,2014,6.324,1056.2,40.0,21.56
3,4,2015,6.287,1005.2,40.0,21.69
3,4,2016,6.272,1031.2,40.0,21.94
3,4,2017,7.208,1066.8,40.0,21.84
3,4,2018,7.177,1056.4,40.0,21.66
3,4,2019,7.117,1063.3,40.0,21.76
3,4,2020,7.195,1069.6,40.0,21.72
3,4,2021,7.175,1057.4,40.0,21.73
3,4,2022,7.381,1057.6,40.0,21.62
3,4,2023,7.607,1053.9,40.0,21.51
3,5,1990,0.951,1035.7,64.0,21.73
3,5,1991,1.0,1071.0,79.0,21.55
3,5,1992,0.914,932.5,23.0,21.69
3,5,1993,0.8,1042.5,169.0,21.58
3,5,1994,0.875,986.0,90.0,21.65
3,5,1995,1.462,960.4,336.0,21.93
3,5,1996,1.75,993.0,40.0,21.71
3,5,1997,2.0,1072.2,40.0,21.84
3,5,1998,2.0,1036.7,40.0,22.09
3,5,1999,1.424,1057.5,40.0,21.59
3,5,2000,1.345,1057.2,40.0,21.67
3,5,2001,1.37,1045.4,40.0,21.84
3,5,2002,1.32,1068.9,40.0,21.93
3,5,2003,1.377,1037.7,40.0,22.01
3,5,2004,1.158,1072.9,40.0,21.78
3,5,2005,0.698,1021.3,40.0,22.14
3,5,2006,0.495,1091.8,40.0,21.58
3,5,2007,0.514,1056.0,40.0,21.56
3,5,2008,0.508,1070.6,40.0,21.53
3,5,2009,0.603,1077.1,40.0,21.72
3,5,2010,0.74,1051.1,40.0,21.87
3,5,2011,0.891,1057.0,40.0,21.49
3,5,2012,0.77,1072.0,40.0,21.53
3,5,2013,1.274,1036.5,40.0,21.56
3,5,2014,1.406,1056.2,40.0,21.56
3,5,2015,1.507,1005.2,40.0,21.69
3,5,2016,1.53,1031.2,40.0,21.94
3,5,2017,0.864,1066.8,40.0,21.84
3,5,2018,1.152,1056.4,40.0,21.66
3,5,2019,1.193,1063.3,40.0,21.76
3,5,2020,1.238,1069.6,40.0,21.72
3,5,2021,1.227,1057.4,40.0,21.73
3,5,2022,1.232,1057.6,40.0,21.62
3,5,2023,2.476,1053.9,40.0,21.51
3,6,2000,0.333,1057.2,40.0,21.67
3,6,2001,0.357,1045.4,40.0,21.84
3,6,2002,0.34,1068.9,40.0,21.93
3,6,2003,0.294,1037.7,40.0,22.01
3,6,2004,0.333,1072.9,40.0,21.78
3,6,2005,0.333,1021.3,40.0,22.14
3,6,2006,0.409,1091.8,40.0,21.58
3,6,2007,0.403,1056.0,40.0,21.56
3,6,2008,0.093,1070.6,40.0,21.53
3,6,2009,0.248,1077.1,40.0,21.72
3,6,2010,0.281,1051.1,40.0,21.87
3,6,2011,0.332,1057.0,40.0,21.49
3,6,2012,0.1,1072.0,40.0,21.53
3,6,2013,0.242,1036.5,40.0,21.56
3,6,2014,0.242,1056.2,40.0,21.56
3,6,2015,0.25,1005.2,40.0,21.69
3,6,2016,0.219,1031.2,40.0,21.94
3,6,2017,0.227,1066.8,40.0,21.84
3,6,2018,0.271,1056.4,40.0,21.66
3,6,2019,0.221,1063.3,40.0,21.76
3,6,2020,0.229,1069.6,40.0,21.72
3,6,2021,0.227,1057.4,40.0,21.73
3,6,2022,0.233,1057.6,40.0,21.62
3,6,2023,0.235,1053.9,40.0,21.51
3,7,2000,0.233,1057.2,40.0,21.67
3,7,2001,0.25,1045.4,40.0,21.84
3,7,2002,0.286,1068.9,40.0,21.93
3,7,2003,0.325,1037.7,40.0,22.01
3,7,2004,0.36,1072.9,40.0,21.78
3,7,2005,0.379,1021.3,40.0,22.14
3,7,2006,0.429,1091.8,40.0,21.58
3,7,2007,0.688,1056.0,40.0,21.56
3,7,2008,0.858,1070.6,40.0,21.53
3,7,2009,0.445,1077.1,40.0,21.72
3,7,2010,0.445,1051.1,40.0,21.87
3,7,2011,0.529,1057.0,40.0,21.49
3,7,2012,0.164,1072.0,40.0,21.53
3,7,2013,0.44,1036.5,40.0,21.56
3,7,2014,0.584,1056.2,40.0,21.56
3,7,2015,0.651,1005.2,40.0,21.69
3,7,2016,0.632,1031.2,40.0,21.94
3,7,2017,0.909,1066.8,40.0,21.84
3,7,2018,0.983,1056.4,40.0,21.66
3,7,2019,1.03,1063.3,40.0,21.76
3,7,2020,1.04,1069.6,40.0,21.72
3,7,2021,1.024,1057.4,40.0,21.73
3,7,2022,1.031,1057.6,40.0,21.62
3,7,2023,1.091,1053.9,40.0,21.51
3,8,1990,8.934,1035.7,64.0,21.73
3,8,1991,8.322,1071.0,79.0,21.55
3,8,1992,9.0,932.5,23.0,21.69
3,8,1993,8.81,1042.5,169.0,21.58
3,8,1994,8.343,986.0,90.0,21.65
3,8,1995,8.153,960.4,336.0,21.93
3,8,1996,8.546,993.0,40.0,21.71
3,8,1997,7.905,1072.2,40.0,21.84
3,8,1998,7.745,1036.7,40.0,22.09
3,8,1999,8.286,1057.5,40.0,21.59
3,8,2000,3.494,1057.2,40.0,21.67
3,8,2001,4.446,1045.4,40.0,21.84
3,8,2002,4.219,1068.9,40.0,21.93
3,8,2003,3.823,1037.7,40.0,22.01
3,8,2004,4.536,1072.9,40.0,21.78
3,8,2005,4.616,1021.3,40.0,22.14
3,8,2006,4.424,1091.8,40.0,21.58
3,8,2007,5.886,1056.0,40.0,21.56
3,8,2008,6.544,1070.6,40.0,21.53
3,8,2009,6.648,1077.1,40.0,21.72
3,8,2010,6.3,1051.1,40.0,21.87
3,8,2011,6.551,1057.0,40.0,21.49
3,8,2012,5.295,1072.0,40.0,21.53
3,8,2013,7.341,1036.5,40.0,21.56
3,8,2014,11.434,1056.2,40.0,21.56
3,8,2015,11.517,1005.2,40.0,21.69
3,8,2016,11.122,1031.2,40.0,21.94
3,8,2017,8.602,1066.8,40.0,21.84
3,8,2018,9.472,1056.4,40.0,21.66
3,8,2019,9.425,1063.3,40.0,21.76
3,8,2020,9.472,1069.6,40.0,21.72
3,8,2021,9.516,1057.4,40.0,21.73
3,8,2022,9.89,1057.6,40.0,21.62
3,8,2023,10.066,1053.9,40.0,21.51
3,9,1990,0.8,1035.7,64.0,21.73
3,9,1991,0.8,1071.0,79.0,21.55
3,9,1992,0.8,932.5,23.0,21.69
3,9,1993,0.886,1042.5,169.0,21.58
3,9,1994,1.0,986.0,90.0,21.65
3,9,1995,1.186,960.4,336.0,21.93
3,9,1996,1.376,993.0,40.0,21.71
3,9,1997,1.553,1072.2,40.0,21.84
3,9,1998,1.714,1036.7,40.0,22.09
3,9,1999,1.739,1057.5,40.0,21.59
3,9,2000,1.702,1057.2,40.0,21.67
3,9,2001,1.667,1045.4,40.0,21.84
3,9,2002,1.548,1068.9,40.0,21.93
3,9,2003,1.388,1037.7,40.0,22.01
3,9,2004,1.241,1072.9,40.0,21.78
3,9,2005,1.086,1021.3,40.0,22.14
3,9,2006,1.0,1091.8,40.0,21.58
3,9,2007,1.0,1056.0,40.0,21.56
3,9,2008,1.0,1070.6,40.0,21.53
3,9,2009,1.0,1077.1,40.0,21.72
3,9,2010,1.053,1051.1,40.0,21.87
3,9,2011,1.096,1057.0,40.0,21.49
3,9,2012,1.132,1072.0,40.0,21.53
3,9,2013,0.999,1036.5,40.0,21.56
3,9,2014,0.978,1056.2,40.0,21.56
3,9,2015,0.962,1005.2,40.0,21.69
3,9,2016,0.947,1031.2,40.0,21.94
3,9,2017,0.931,1066.8,40.0,21.84
3,9,2018,0.915,1056.4,40.0,21.66
3,9,2019,0.88,1063.3,40.0,21.76
3,9,2020,0.67,1069.6,40.0,21.72
3,9,2021,0.474,1057.4,40.0,21.73
3,9,2022,0.591,1057.6,40.0,21.62
3,9,2023,1.163,1053.9,40.0,21.51
4,1,1990,5.0,1095.2,289.0,26.91
4,1,1991,5.0,964.2,289.0,26.94
4,1,1992,4.745,1295.7,289.0,27.05
4,1,1993,4.693,927.2,289.0,27.17
4,1,1994,4.641,830.3,289.0,26.99
4,1,1995,4.444,990.8,289.0,27.35
4,1,1996,4.556,1098.2,289.0,27.27
4,1,1997,4.548,988.5,289.0,27.65
4,1,1998,4.525,1269.8,289.0,28.04
4,1,1999,4.505,1075.3,266.0,27.53
4,1,2000,4.531,843.9,260.0,27.28
4,1,2001,4.473,1074.1,272.0,27.6
4,1,2002,4.5,1066.8,325.0,27.61
4,1,2003,4.0,1092.3,379.0,27.7
4,1,2004,4.167,1279.5,432.0,27.29
4,1,2005,4.338,1337.5,410.0,27.64
4,1,2006,4.0,1311.0,347.0,27.38
4,1,2007,4.463,1031.1,292.0,27.32
4,1,2008,4.614,1368.7,319.0,26.95
