iso3,Year,avg_temp,average_rain_fall_mm_per_year
TCD,1992,26.74,327.2
TCD,1993,27.16,272.7
TCD,1994,27.03,412.8
TCD,1995,27.31,340.7
TCD,1996,27.43,322.1
TCD,1997,27.75,326.8
TCD,1998,27.75,368.8
TCD,1999,27.65,359.7
TCD,2000,27.28,325.8
TCD,2001,27.31,323.4
TCD,2002,27.48,279.7
TCD,2003,27.75,328.4
TCD,2004,27.9,348.3
TCD,2005,27.79,370.5
TCD,2006,27.78,363.5
TCD,2007,27.68,372.4
TCD,2008,27.63,361.4
TCD,2009,28.24,335.2
TCD,2010,28.48,365.3
TCD,2011,27.72,349.9
TCD,2012,27.68,394.2
TCD,2013,27.76,346.7
TCD,2014,27.75,371.6
TCD,2015,27.63,375.1
TCD,2016,27.97,359.3
TCD,2017,27.56,360.1
TCD,2018,27.58,346.2
TCD,2019,27.72,377.4
TCD,2020,27.31,381.6
TCD,2021,27.63,377.9
TCD,2022,27.21,371.6
TCD,2023,27.49,359.8
TGO,1990,27.11,1011.3
TGO,1991,26.86,1386.2
TGO,1992,26.7,1020.2
TGO,1993,26.88,1130.0
TGO,1994,26.78,1156.4
TGO,1995,27.04,1305.5
TGO,1996,27.07,1158.0
TGO,1997,27.04,1185.6
TGO,1998,27.58,1153.5
TGO,1999,27.01,1390.1
TGO,2000,27.17,1118.7
TGO,2001,27.34,946.7
TGO,2002,27.42,1194.5
TGO,2003,27.47,1383.9
TGO,2004,27.31,1240.7
TGO,2005,27.64,1131.1
TGO,2006,27.53,1141.2
TGO,2007,27.47,1327.0
TGO,2008,27.2,1386.4
TGO,2009,27.54,1288.9
TGO,2010,27.82,1401.8
TGO,2011,27.5,1196.9
TGO,2012,27.25,1208.0
TGO,2013,27.41,1088.3
TGO,2014,27.55,1266.8
TGO,2015,27.64,1092.5
TGO,2016,27.91,1137.3
TGO,2017,27.74,1130.7
TGO,2018,27.63,1306.4
TGO,2019,27.49,1468.2
TGO,2020,27.77,1175.8
TGO,2021,28.02,1221.5
TGO,2022,27.46,1214.5
TGO,2023,27.92,1317.4
THA,1990,27.11,1521.3
THA,1991,27.14,1445.3
THA,1992,26.8,1385.7
THA,1993,26.77,1338.4
THA,1994,26.85,1681.7
THA,1995,26.73,1695.6
THA,1996,26.34,1791.6
THA,1997,26.86,1398.6
THA,1998,27.5,1509.0
THA,1999,26.27,1793.2
THA,2000,26.53,1756.3
THA,2001,26.69,1621.8
THA,2002,26.83,1671.0
THA,2003,26.76,1537.2
THA,2004,26.68,1458.8
THA,2005,26.85,1587.5
THA,2006,26.76,1746.0
THA,2007,26.65,1684.0
THA,2008,26.31,1732.2
THA,2009,26.67,1684.5
THA,2010,27.3,1644.8
THA,2011,26.26,1962.1
THA,2012,27.14,1538.6
THA,2013,26.79,1755.4
THA,2014,26.89,1473.5
THA,2015,27.31,1439.6
THA,2016,27.44,1601.9
THA,2017,26.9,1949.9
THA,2018,26.91,1568.3
THA,2019,27.48,1312.6
THA,2020,27.41,1538.4
THA,2021,26.88,1621.2
THA,2022,26.73,2042.7
THA,2023,27.51,1506.2
TJK,1990,3.83,647.4
TJK,1991,3.37,809.3
TJK,1992,3.21,715.7
TJK,1993,2.6,916.9
TJK,1994,3.26,660.6
TJK,1995,3.99,475.6
TJK,1996,2.97,593.6
TJK,1997,4.02,656.6
TJK,1998,3.75,926.4
TJK,1999,4.32,780.4
TJK,2000,4.21,582.4
TJK,2001,4.45,571.6
TJK,2002,4.29,779.2
TJK,2003,3.72,866.7
TJK,2004,4.71,758.0
TJK,2005,4.27,670.9
TJK,2006,4.35,659.7
TJK,2007,4.36,614.4
TJK,2008,3.9,567.6
TJK,2009,4.2,761.4
TJK,2010,4.73,721.3
TJK,2011,3.93,674.7
TJK,2012,3.56,659.6
TJK,2013,4.68,638.8
TJK,2014,3.62,652.5
TJK,2015,4.61,783.1
TJK,2016,4.98,784.2
TJK,2017,4.29,626.2
TJK,2018,4.5,566.6
TJK,2019,4.8,695.1
TJK,2020,3.94,674.9
TJK,2021,4.98,440.8
TJK,2022,5.32,751.8
TJK,2023,5.71,560.9
TKM,1990,16.26,139.2
TKM,1991,15.99,169.2
TKM,1992,15.42,194.6
TKM,1993,15.15,173.3
TKM,1994,15.73,145.6
TKM,1995,16.88,106.5
TKM,1996,15.74,103.0
TKM,1997,16.6,135.9
TKM,1998,16.4,155.6
TKM,1999,17.05,125.3
TKM,2000,16.8,109.9
TKM,2001,16.92,125.6
TKM,2002,16.8,173.5
TKM,2003,16.01,191.2
TKM,2004,17.01,172.4
TKM,2005,16.77,156.8
TKM,2006,16.74,144.8
TKM,2007,16.6,155.5
TKM,2008,16.21,89.5
TKM,2009,16.68,177.7
TKM,2010,17.46,126.5
TKM,2011,16.14,147.5
TKM,2012,16.28,155.3
TKM,2013,17.26,137.4
TKM,2014,16.13,134.2
TKM,2015,17.01,176.3
TKM,2016,17.22,164.8
TKM,2017,16.81,145.2
TKM,2018,17.02,132.0
TKM,2019,17.29,189.7
TKM,2020,16.33,169.1
TKM,2021,17.51,86.1
TKM,2022,17.62,149.1
TKM,2023,18.3,105.1
TLS,1990,24.73,1169.5
TLS,1991,24.58,1269.5
TLS,1992,24.88,1394.2
TLS,1993,24.76,1104.8
TLS,1994,24.2,1449.7
TLS,1995,24.45,1771.8
TLS,1996,24.49,1554.2
TLS,1997,24.3,1380.6
TLS,1998,25.06,1363.0
TLS,1999,24.12,1298.2
TLS,2000,24.21,1351.2
TLS,2001,24.47,1164.9
TLS,2002,24.73,1240.7
TLS,2003,24.87,1380.3
TLS,2004,24.51,1355.6
TLS,2005,24.79,1136.9
TLS,2006,23.95,1289.3
TLS,2007,24.21,1239.7
TLS,2008,24.27,1306.0
TLS,2009,24.46,1230.2
TLS,2010,24.55,1421.2
TLS,2011,24.1,1590.5
TLS,2012,24.36,1381.2
TLS,2013,24.8,1569.8
TLS,2014,24.65,1358.2
TLS,2015,24.65,1288.4
TLS,2016,25.2,1252.8
TLS,2017,24.78,1387.1
TLS,2018,24.74,1062.5
TLS,2019,24.78,909.0
TLS,2020,24.98,972.6
TLS,2021,24.9,898.8
TLS,2022,24.85,1116.5
TLS,2023,24.81,1054.2
TON,1990,24.97,1705.8
TON,1991,24.67,1582.9
TON,1992,24.65,1421.0
TON,1993,24.39,1504.9
TON,1994,24.64,1579.9
TON,1995,25.0,1352.8
TON,1996,25.13,1835.5
TON,1997,24.8,1688.4
TON,1998,25.23,1243.7
TON,1999,24.95,2225.2
TON,2000,25.18,2379.7
TON,2001,25.41,1780.6
TON,2002,24.96,1775.7
TON,2003,25.08,1675.6
TON,2004,25.06,1725.1
TON,2005,25.14,1688.8
TON,2006,24.91,1717.0
TON,2007,25.13,1733.5
TON,2008,24.94,1743.2
TON,2009,24.89,1723.0
TON,2010,24.99,1736.8
TON,2011,25.18,1798.5
TON,2012,24.87,1719.3
TON,2013,25.03,1734.3
TON,2014,24.99,1729.8
TON,2015,24.83,1696.2
TON,2016,25.4,1757.2
TON,2017,25.35,1720.7
TON,2018,24.97,1735.2
TON,2019,25.18,1737.7
TON,2020,25.39,1771.7
TON,2021,25.15,1720.9
TON,2022,25.09,1750.6
TON,2023,25.12,1561.0
TTO,1990,26.35,2162.9
TTO,1991,26.32,1864.9
TTO,1992,26.41,1933.3
TTO,1993,26.71,2082.4
TTO,1994,26.29,2095.5
TTO,1995,26.65,1935.8
TTO,1996,26.4,2101.1
TTO,1997,26.52,1882.7
TTO,1998,27.12,2438.8
TTO,1999,26.67,2426.4
TTO,2000,26.49,2239.5
TTO,2001,26.98,1509.0
TTO,2002,26.82,1957.1
TTO,2003,27.09,1761.6
TTO,2004,26.76,2243.1
TTO,2005,27.15,2302.1
TTO,2006,26.91,2100.8
TTO,2007,26.79,1899.4
TTO,2008,26.6,1908.2
TTO,2009,27.01,1647.5
TTO,2010,27.31,2330.0
TTO,2011,26.88,2346.2
TTO,2012,26.85,1765.0
TTO,2013,27.04,1982.5
TTO,2014,26.96,1767.5
TTO,2015,27.2,1457.5
TTO,2016,27.18,2060.6
TTO,2017,26.83,2146.6
TTO,2018,26.45,1877.8
TTO,2019,26.75,1551.7
TTO,2020,26.84,1873.2
TTO,2021,26.59,2309.4
TTO,2022,26.48,2484.5
TTO,2023,27.15,1737.1
TUN,1990,20.23,359.0
TUN,1991,19.35,276.8
TUN,1992,19.5,319.0
TUN,1993,19.83,212.7
TUN,1994,20.83,256.2
TUN,1995,20.19,312.4
TUN,1996,19.85,323.9
TUN,1997,20.62,328.6
TUN,1998,20.1,256.7
TUN,1999,20.81,288.9
TUN,2000,20.51,204.2
TUN,2001,20.82,229.6
TUN,2002,20.56,249.3
TUN,2003,20.84,402.7
TUN,2004,20.26,301.2
TUN,2005,20.04,274.3
TUN,2006,20.72,303.8
TUN,2007,20.6,303.5
TUN,2008,20.6,203.8
TUN,2009,20.56,336.6
TUN,2010,20.69,268.9
TUN,2011,20.45,320.7
TUN,2012,20.87,226.7
TUN,2013,20.54,292.6
TUN,2014,21.06,244.0
TUN,2015,20.82,294.7
TUN,2016,21.07,244.6
TUN,2017,20.74,264.0
TUN,2018,20.76,289.6
TUN,2019,20.74,326.1
TUN,2020,20.9,260.5
TUN,2021,21.27,166.5
TUN,2022,21.44,146.3
TUN,2023,21.21,222.2
TUR,1990,11.09,475.3
TUR,1991,10.78,614.0
TUR,1992,9.73,567.8
TUR,1993,10.47,532.5
TUR,1994,11.67,610.8
TUR,1995,11.21,590.6
TUR,1996,11.36,641.6
TUR,1997,10.61,625.2
TUR,1998,11.85,655.8
TUR,1999,12.11,522.1
TUR,2000,11.34,562.3
TUR,2001,12.27,611.7
TUR,2002,11.36,613.0
TUR,2003,11.36,639.4
TUR,2004,11.39,553.1
TUR,2005,11.51,591.7
TUR,2006,11.4,585.6
TUR,2007,11.84,551.8
TUR,2008,11.74,443.6
TUR,2009,11.81,712.0
TUR,2010,13.11,641.2
TUR,2011,11.04,622.1
TUR,2012,12.0,719.4
TUR,2013,11.84,520.8
TUR,2014,12.41,631.8
TUR,2015,11.76,642.9
TUR,2016,12.11,641.2
TUR,2017,11.9,532.9
TUR,2018,13.02,703.0
TUR,2019,12.48,607.8
TUR,2020,12.63,550.5
TUR,2021,12.58,542.4
TUR,2022,12.26,529.1
TUR,2023,12.92,648.9
TWN,1990,19.96,2422.7
TWN,1991,20.03,1681.0
TWN,1992,19.46,2234.6
TWN,1993,19.85,1430.2
TWN,1994,20.11,2081.7
TWN,1995,19.49,1704.2
TWN,1996,19.66,1921.3
TWN,1997,19.79,2105.6
TWN,1998,20.75,2637.0
TWN,1999,20.06,1967.1
TWN,2000,20.1,2376.3
TWN,2001,20.24,2288.5
TWN,2002,20.39,2282.9
TWN,2003,20.27,1638.0
TWN,2004,20.07,1894.9
TWN,2005,19.94,2282.5
TWN,2006,20.37,2434.8
TWN,2007,20.46,2018.0
TWN,2008,20.04,2364.3
TWN,2009,20.25,2072.7
TWN,2010,20.12,2283.3
TWN,2011,19.79,1819.5
TWN,2012,20.07,2473.4
TWN,2013,20.2,2305.0
TWN,2014,20.26,2066.6
TWN,2015,20.7,2303.4
TWN,2016,20.87,2296.2
TWN,2017,20.64,2191.1
TWN,2018,20.57,2280.8
TWN,2019,21.02,2223.3
TWN,2020,20.92,2049.9
TWN,2021,20.95,2090.5
TWN,2022,20.73,2186.3
TWN,2023,20.91,2013.6
TZA,1990,22.68,973.7
TZA,1991,22.62,1015.5
TZA,1992,22.7,939.9
TZA,1993,22.56,843.3
TZA,1994,22.73,986.4
TZA,1995,22.9,917.7
TZA,1996,22.66,942.1
TZA,1997,22.8,1079.0
TZA,1998,23.01,985.9
TZA,1999,22.68,942.3
TZA,2000,22.74,879.8
TZA,2001,22.86,916.6
TZA,2002,23.0,1082.1
TZA,2003,23.21,792.0
TZA,2004,22.78,987.0
TZA,2005,23.05,779.5
TZA,2006,22.75,1127.7
TZA,2007,22.75,918.2
TZA,2008,22.58,926.7
TZA,2009,22.93,926.0
TZA,2010,23.13,874.7
TZA,2011,22.72,972.8
TZA,2012,22.72,820.6
TZA,2013,22.89,950.4
TZA,2014,22.83,933.7
TZA,2015,22.96,967.4
TZA,2016,23.12,1063.3
TZA,2017,23.19,957.2
TZA,2018,22.77,1037.4
TZA,2019,23.09,1141.2
TZA,2020,23.0,1206.2
TZA,2021,22.94,979.2
TZA,2022,22.86,998.6
TZA,2023,23.22,1090.8
UGA,1990,23.03,1172.2
UGA,1991,22.74,1241.1
UGA,1992,22.68,1149.9
UGA,1993,22.83,1071.8
UGA,1994,22.7,1295.3
UGA,1995,23.1,1242.7
UGA,1996,22.78,1349.1
UGA,1997,22.85,1318.7
UGA,1998,22.99,1200.3
UGA,1999,22.8,1278.1
UGA,2000,23.23,1111.9
UGA,2001,23.43,1252.7
UGA,2002,23.71,1253.7
UGA,2003,23.6,1214.7
UGA,2004,23.66,1164.5
UGA,2005,23.63,1077.1
UGA,2006,23.53,1299.2
UGA,2007,23.57,1428.7
UGA,2008,23.51,1237.5
UGA,2009,24.04,1194.3
UGA,2010,23.8,1379.0
UGA,2011,23.34,1253.7
UGA,2012,22.92,1382.1
UGA,2013,23.08,1435.2
UGA,2014,23.01,1187.6
UGA,2015,23.06,1331.9
UGA,2016,23.29,1299.0
UGA,2017,23.18,1401.7
UGA,2018,22.95,1291.8
UGA,2019,23.16,1594.6
UGA,2020,23.19,1472.4
UGA,2021,23.13,1382.7
UGA,2022,23.13,1402.6
UGA,2023,23.53,1298.6
UKR,1990,9.53,530.3
UKR,1991,8.64,519.9
UKR,1992,8.8,531.7
UKR,1993,7.97,525.6
UKR,1994,9.01,493.9
UKR,1995,8.9,597.9
UKR,1996,7.68,563.4
UKR,1997,7.87,660.2
UKR,1998,8.59,599.5
UKR,1999,9.58,547.3
UKR,2000,9.62,521.7
UKR,2001,8.99,630.7
UKR,2002,9.46,544.3
UKR,2003,8.46,522.0
UKR,2004,8.91,645.3
UKR,2005,8.99,607.7
UKR,2006,8.72,560.7
UKR,2007,10.15,538.1
UKR,2008,9.82,544.5
UKR,2009,9.56,571.1
UKR,2010,9.25,669.4
UKR,2011,9.17,455.3
UKR,2012,9.4,561.3
UKR,2013,9.69,571.2
UKR,2014,9.75,527.5
UKR,2015,10.38,497.0
UKR,2016,9.72,640.8
UKR,2017,9.77,529.3
UKR,2018,9.87,548.1
UKR,2019,10.68,466.9
UKR,2020,10.85,501.6
UKR,2021,9.34,623.4
UKR,2022,10.03,557.1
UKR,2023,10.87,597.2
URY,1990,17.65,1487.2
URY,1991,18.14,1322.5
URY,1992,17.6,1307.8
URY,1993,17.75,1429.0
URY,1994,18.25,1164.1
URY,1995,17.64,1081.2
URY,1996,17.76,1072.0
URY,1997,18.33,1291.3
URY,1998,17.49,1387.6
URY,1999,17.55,1052.3
URY,2000,17.57,1467.0
URY,2001,18.48,1586.2
URY,2002,18.07,1862.3
URY,2003,17.67,1499.8
URY,2004,17.97,1082.9
URY,2005,18.03,1378.3
URY,2006,18.33,1193.7
URY,2007,17.47,1421.0
URY,2008,18.14,882.7
URY,2009,17.93,1224.6
URY,2010,17.87,1250.6
URY,2011,17.79,1111.5
URY,2012,18.53,1372.2
URY,2013,17.73,1124.7
URY,2014,18.41,1702.3
URY,2015,18.44,1278.0
URY,2016,17.71,1217.5
URY,2017,18.76,1424.3
URY,2018,18.27,1344.7
URY,2019,18.26,1372.4
URY,2020,18.27,897.0
URY,2021,18.11,1063.4
URY,2022,17.83,984.0
URY,2023,18.92,1142.6
USA,1990,9.4,774.2
USA,1991,9.39,756.8
USA,1992,8.94,749.7
USA,1993,8.72,777.3
USA,1994,9.27,732.9
USA,1995,9.25,750.0
USA,1996,8.55,775.0
USA,1997,8.78,744.5
USA,1998,9.83,785.1
USA,1999,9.26,684.0
USA,2000,9.24,688.0
USA,2001,9.47,698.4
USA,2002,9.46,693.7
USA,2003,9.44,725.5
USA,2004,9.41,771.8
USA,2005,9.7,718.5
USA,2006,9.83,706.3
USA,2007,9.66,685.0
USA,2008,8.8,730.8
USA,2009,8.94,748.7
USA,2010,9.36,730.1
USA,2011,9.38,731.3
USA,2012,10.08,681.5
USA,2013,9.12,767.1
USA,2014,9.45,740.7
USA,2015,10.25,826.5
USA,2016,10.66,747.5
USA,2017,10.22,777.9
USA,2018,9.91,820.9
USA,2019,9.74,834.0
USA,2020,10.01,740.8
USA,2021,10.03,753.5
USA,2022,9.74,708.0
USA,2023,10.25,735.8
UZB,1990,13.56,206.3
UZB,1991,13.2,235.7
UZB,1992,12.61,245.0
UZB,1993,12.1,271.3
UZB,1994,12.51,227.7
UZB,1995,14.12,136.4
UZB,1996,12.44,144.2
UZB,1997,13.74,213.7
UZB,1998,13.29,265.1
UZB,1999,14.12,210.5
UZB,2000,14.01,164.4
UZB,2001,14.09,172.4
UZB,2002,14.03,255.2
UZB,2003,13.22,286.6
UZB,2004,14.53,236.0
UZB,2005,14.17,207.6
UZB,2006,13.91,202.6
UZB,2007,14.01,194.7
UZB,2008,13.53,162.0
UZB,2009,13.82,236.3
UZB,2010,14.54,181.2
UZB,2011,13.21,203.1
UZB,2012,13.27,195.7
UZB,2013,14.58,220.6
UZB,2014,13.03,217.0
UZB,2015,14.34,249.9
UZB,2016,14.69,259.3
UZB,2017,14.01,202.3
UZB,2018,13.81,178.5
UZB,2019,14.63,223.8
UZB,2020,13.94,196.7
UZB,2021,14.75,136.7
UZB,2022,14.85,228.2
UZB,2023,15.63,171.2
VCT,1990,25.95,2431.0
VCT,1991,25.85,2463.6
VCT,1992,25.95,2696.0
VCT,1993,26.05,2496.1
VCT,1994,25.73,2347.3
VCT,1995,26.14,2432.6
VCT,1996,26.13,2806.2
VCT,1997,26.29,2092.0
VCT,1998,26.7,2972.8
VCT,1999,26.2,2480.9
VCT,2000,26.08,2478.4
VCT,2001,26.46,1893.6
VCT,2002,26.41,2243.4
VCT,2003,26.51,2119.5
VCT,2004,26.24,3089.3
VCT,2005,26.56,2904.3
VCT,2006,26.28,2508.1
VCT,2007,26.24,2204.9
VCT,2008,25.99,2467.7
VCT,2009,26.36,2105.9
VCT,2010,26.73,2840.5
VCT,2011,26.2,3043.6
VCT,2012,26.28,2308.3
VCT,2013,26.32,2392.1
VCT,2014,26.24,2059.5
VCT,2015,26.52,1857.5
VCT,2016,26.59,2823.5
VCT,2017,26.29,2702.1
VCT,2018,25.97,2354.4
VCT,2019,26.27,2048.5
VCT,2020,26.33,2328.4
VCT,2021,26.16,2244.6
VCT,2022,25.98,2668.1
VCT,2023,26.64,2491.4
VEN,1990,25.48,2093.9
VEN,1991,25.38,1801.3
VEN,1992,25.32,1772.5
VEN,1993,25.28,2006.0
VEN,1994,25.34,1953.8
VEN,1995,25.66,1969.2
VEN,1996,25.49,2113.4
VEN,1997,25.74,1804.5
VEN,1998,26.16,2206.3
VEN,1999,25.33,2303.0
VEN,2000,25.31,2009.0
VEN,2001,25.86,1689.2
VEN,2002,25.87,1869.9
VEN,2003,26.08,2030.8
VEN,2004,25.73,2064.6
VEN,2005,25.91,2173.4
VEN,2006,25.76,2050.5
VEN,2007,25.77,2105.8
VEN,2008,25.56,2092.3
VEN,2009,26.05,1639.8
VEN,2010,26.22,2349.6
VEN,2011,25.73,2163.6
VEN,2012,25.74,1881.2
VEN,2013,25.87,1908.2
VEN,2014,25.94,1677.0
VEN,2015,26.29,1722.6
VEN,2016,26.32,1866.8
VEN,2017,25.86,1847.6
VEN,2018,25.57,1991.5
VEN,2019,25.85,1937.7
VEN,2020,25.89,1896.8
VEN,2021,25.6,1947.3
VEN,2022,25.52,2011.5
VEN,2023,26.01,1839.8
VNM,1990,24.86,1848.5
VNM,1991,24.87,1701.9
VNM,1992,24.46,1643.1
VNM,1993,24.52,1633.0
VNM,1994,24.74,1922.9
VNM,1995,24.5,1740.4
VNM,1996,24.25,1841.7
VNM,1997,24.66,1811.5
VNM,1998,25.3,1725.4
VNM,1999,24.51,1904.3
VNM,2000,24.49,1722.3
VNM,2001,24.69,1887.2
VNM,2002,24.8,1881.5
VNM,2003,24.85,1642.6
VNM,2004,24.61,1620.0
VNM,2005,24.76,1807.0
VNM,2006,24.91,1768.4
VNM,2007,24.67,1776.2
VNM,2008,24.23,1941.6
VNM,2009,24.79,1629.9
VNM,2010,25.01,1650.5
VNM,2011,24.15,1807.6
VNM,2012,24.86,1856.0
VNM,2013,24.67,1893.4
VNM,2014,24.84,1695.8
VNM,2015,25.24,1753.5
VNM,2016,25.13,1783.7
VNM,2017,24.81,1879.3
VNM,2018,24.79,1796.3
VNM,2019,25.33,1665.3
VNM,2020,25.18,1708.4
VNM,2021,25.0,1763.3
VNM,2022,24.71,1765.0
VNM,2023,25.46,1763.8
VUT,1990,24.43,2205.2
VUT,1991,24.16,2626.3
VUT,1992,24.03,2009.6
VUT,1993,23.95,1436.2
VUT,1994,23.93,1974.8
VUT,1995,24.65,2009.7
VUT,1996,24.55,2214.2
VUT,1997,24.17,2248.7
VUT,1998,25.11,2636.0
VUT,1999,24.74,2932.9
VUT,2000,24.6,2749.0
VUT,2001,24.44,2913.7
VUT,2002,24.48,2635.2
VUT,2003,24.39,2749.5
VUT,2004,24.54,1958.1
VUT,2005,24.54,2763.4
VUT,2006,24.36,2895.6
VUT,2007,24.64,3093.7
VUT,2008,24.43,2829.5
VUT,2009,24.54,2397.9
VUT,2010,24.94,2602.2
VUT,2011,24.36,2912.3
VUT,2012,24.18,2866.1
VUT,2013,24.21,2823.7
VUT,2014,24.21,2765.4
VUT,2015,24.25,2826.2
VUT,2016,24.7,2828.1
VUT,2017,24.64,2825.8
VUT,2018,24.29,2827.8
VUT,2019,24.34,2826.0
VUT,2020,24.64,2826.8
VUT,2021,24.62,2829.3
VUT,2022,24.72,2831.7
VUT,2023,24.39,2827.9
WSM,1990,27.23,2593.4
WSM,1991,27.24,3268.5
WSM,1992,27.24,3468.3
WSM,1993,27.04,3258.8
WSM,1994,27.14,3432.5
WSM,1995,27.48,2712.1
WSM,1996,27.64,3364.8
WSM,1997,27.48,2819.3
WSM,1998,27.61,1617.2
WSM,1999,27.44,3201.9
WSM,2000,27.64,3175.7
WSM,2001,28.15,2710.9
WSM,2002,28.13,3002.1
WSM,2003,27.7,3060.4
WSM,2004,27.59,2455.0
WSM,2005,27.84,3577.9
WSM,2006,27.54,3771.4
WSM,2007,27.9,3644.2
WSM,2008,27.63,3060.3
WSM,2009,27.57,3157.7
WSM,2010,27.67,3225.8
WSM,2011,27.27,2771.1
WSM,2012,27.35,3042.7
WSM,2013,27.61,3164.1
WSM,2014,27.44,3102.5
WSM,2015,27.36,3639.8
WSM,2016,27.85,2727.3
WSM,2017,27.68,3183.6
WSM,2018,27.54,3762.2
WSM,2019,27.81,3412.0
WSM,2020,27.74,4468.6
WSM,2021,27.54,2784.7
WSM,2022,27.53,2809.3
WSM,2023,27.72,3141.9
YEM,1990,25.54,132.1
YEM,1991,25.26,176.1
YEM,1992,25.08,205.2
YEM,1993,25.29,190.1
YEM,1994,25.32,175.2
YEM,1995,25.39,185.2
YEM,1996,25.34,189.5
YEM,1997,25.41,200.3
YEM,1998,25.93,193.9
YEM,1999,25.45,211.2
YEM,2000,25.39,197.1
YEM,2001,25.49,187.5
YEM,2002,25.59,191.7
YEM,2003,25.71,188.7
YEM,2004,25.52,189.8
YEM,2005,25.51,186.7
YEM,2006,25.57,186.7
YEM,2007,25.66,209.4
YEM,2008,25.23,188.8
YEM,2009,25.76,186.1
YEM,2010,25.78,186.7
YEM,2011,25.56,190.6
YEM,2012,25.52,185.3
YEM,2013,25.47,185.4
YEM,2014,25.59,188.4
YEM,2015,25.93,186.1
YEM,2016,25.65,190.1
YEM,2017,25.74,188.8
YEM,2018,25.48,187.6
YEM,2019,25.93,185.9
YEM,2020,25.62,188.2
YEM,2021,25.62,187.0
YEM,2022,25.49,190.5
YEM,2023,25.93,196.0
ZAF,1990,17.8,395.3
ZAF,1991,17.76,510.7
ZAF,1992,18.37,318.1
ZAF,1993,18.28,463.1
ZAF,1994,17.59,393.8
ZAF,1995,17.9,511.1
ZAF,1996,17.36,576.1
ZAF,1997,17.69,504.9
ZAF,1998,18.21,499.0
ZAF,1999,18.51,447.7
ZAF,2000,17.45,632.5
ZAF,2001,17.8,546.0
ZAF,2002,17.85,423.6
ZAF,2003,18.21,383.5
ZAF,2004,18.49,480.4
ZAF,2005,18.46,404.8
ZAF,2006,17.92,568.5
ZAF,2007,18.24,429.6
ZAF,2008,18.37,447.0
ZAF,2009,18.28,483.5
ZAF,2010,18.61,484.5
ZAF,2011,17.88,544.9
ZAF,2012,18.14,470.0
ZAF,2013,18.24,427.9
ZAF,2014,18.43,459.3
ZAF,2015,18.88,380.5
ZAF,2016,18.99,433.1
ZAF,2017,18.5,438.7
ZAF,2018,18.62,395.5
ZAF,2019,19.23,396.4
ZAF,2020,18.45,468.7
ZAF,2021,18.06,530.6
ZAF,2022,18.41,517.3
ZAF,2023,18.58,499.1
ZMB,1990,22.14,904.0
ZMB,1991,21.85,963.2
ZMB,1992,22.52,777.6
ZMB,1993,21.93,992.5
ZMB,1994,22.13,785.1
ZMB,1995,22.66,781.9
ZMB,1996,22.12,940.0
ZMB,1997,22.22,1065.7
ZMB,1998,22.49,934.4
ZMB,1999,21.76,876.4
ZMB,2000,21.88,1085.1
ZMB,2001,22.12,1092.6
ZMB,2002,22.35,909.2
ZMB,2003,22.47,1021.6
ZMB,2004,22.21,1101.6
ZMB,2005,23.11,877.9
ZMB,2006,22.0,1038.8
ZMB,2007,22.08,977.0
ZMB,2008,21.94,1027.1
ZMB,2009,22.09,1046.1
ZMB,2010,22.56,1050.7
ZMB,2011,21.94,975.3
ZMB,2012,22.03,1099.0
ZMB,2013,21.85,1010.4
ZMB,2014,21.89,1017.2
ZMB,2015,22.3,922.6
ZMB,2016,22.4,883.6
ZMB,2017,22.18,1169.2
ZMB,2018,21.93,1033.0
ZMB,2019,22.18,1011.9
ZMB,2020,22.0,1034.8
ZMB,2021,22.05,1004.1
ZMB,2022,21.86,1034.4
ZMB,2023,22.04,1023.8
ZWE,1990,21.57,671.6
ZWE,1991,21.59,539.3
ZWE,1992,22.34,488.1
ZWE,1993,21.75,683.4
ZWE,1994,21.29,480.8
ZWE,1995,22.1,471.9
ZWE,1996,21.48,727.1
ZWE,1997,21.58,829.6
ZWE,1998,22.14,686.2
ZWE,1999,21.47,717.2
ZWE,2000,21.27,923.4
ZWE,2001,21.62,886.1
ZWE,2002,21.85,449.1
ZWE,2003,22.02,610.1
ZWE,2004,22.02,782.8
ZWE,2005,22.78,611.0
ZWE,2006,21.86,767.4
ZWE,2007,21.96,705.7
ZWE,2008,21.93,608.2
ZWE,2009,22.05,681.7
ZWE,2010,22.25,723.6
ZWE,2011,21.71,783.5
ZWE,2012,21.85,592.1
ZWE,2013,21.55,660.1
ZWE,2014,21.74,625.5
ZWE,2015,22.32,458.0
ZWE,2016,22.24,562.4
ZWE,2017,21.8,937.8
ZWE,2018,22.08,635.5
ZWE,2019,22.35,732.6
ZWE,2020,21.93,684.1
ZWE,2021,21.88,634.6
ZWE,2022,21.83,725.5
ZWE,2023,22.07,708.8
