iso3,Year,avg_temp,average_rain_fall_mm_per_year
PRK,2007,7.53,1146.8
PRK,2008,7.22,913.0
PRK,2009,6.82,998.2
PRK,2010,6.58,1289.9
PRK,2011,6.49,1035.3
PRK,2012,6.31,1224.1
PRK,2013,6.77,1177.8
PRK,2014,7.18,795.3
PRK,2015,7.46,835.6
PRK,2016,7.46,986.4
PRK,2017,7.29,850.9
PRK,2018,7.26,974.5
PRK,2019,7.77,836.4
PRK,2020,7.5,1224.4
PRK,2021,7.85,1037.8
PRK,2022,7.47,1252.9
PRK,2023,8.1,1090.7
PRT,1990,15.92,701.3
PRT,1991,15.38,663.9
PRT,1992,15.39,618.2
PRT,1993,14.8,868.4
PRT,1994,15.81,746.0
PRT,1995,16.28,871.0
PRT,1996,15.44,1228.7
PRT,1997,16.29,1135.9
PRT,1998,15.87,652.8
PRT,1999,15.61,823.9
PRT,2000,15.69,984.2
PRT,2001,15.79,930.4
PRT,2002,15.62,968.9
PRT,2003,16.12,999.6
PRT,2004,15.75,732.9
PRT,2005,15.73,593.8
PRT,2006,16.22,1019.7
PRT,2007,15.61,706.9
PRT,2008,15.64,849.5
PRT,2009,16.24,919.8
PRT,2010,15.78,1377.8
PRT,2011,16.29,830.1
PRT,2012,15.84,756.4
PRT,2013,15.7,973.1
PRT,2014,16.31,998.4
PRT,2015,16.36,606.9
PRT,2016,16.27,986.8
PRT,2017,16.64,580.9
PRT,2018,15.91,989.4
PRT,2019,16.2,678.1
PRT,2020,16.56,817.7
PRT,2021,16.17,816.3
PRT,2022,17.03,837.4
PRT,2023,17.05,732.2
PRY,1990,23.47,1327.5
PRY,1991,24.02,1115.5
PRY,1992,23.24,1438.5
PRY,1993,23.64,997.9
PRY,1994,24.44,1140.3
PRY,1995,23.79,1018.1
PRY,1996,23.33,1313.1
PRY,1997,24.38,1286.7
PRY,1998,23.35,1394.0
PRY,1999,23.57,972.5
PRY,2000,23.48,1183.5
PRY,2001,24.31,1056.0
PRY,2002,24.11,1198.0
PRY,2003,23.93,1179.7
PRY,2004,23.59,1149.9
PRY,2005,23.72,1021.6
PRY,2006,24.3,1136.2
PRY,2007,23.57,1104.4
PRY,2008,23.74,1060.7
PRY,2009,23.91,1163.4
PRY,2010,23.41,1126.8
PRY,2011,23.72,1132.8
PRY,2012,24.49,1104.9
PRY,2013,23.65,1095.2
PRY,2014,24.49,1362.1
PRY,2015,24.56,1416.3
PRY,2016,23.53,1257.5
PRY,2017,24.44,1218.7
PRY,2018,23.84,1239.1
PRY,2019,24.34,1129.0
PRY,2020,24.51,895.1
PRY,2021,23.99,959.0
PRY,2022,23.82,958.8
PRY,2023,25.06,1149.0
PYF,1990,24.16,1471.2
PYF,1991,24.29,1372.6
PYF,1992,24.22,1920.2
PYF,1993,24.2,1722.2
PYF,1994,24.37,1781.2
PYF,1995,24.39,1908.5
PYF,1996,24.11,1718.1
PYF,1997,24.13,1539.5
PYF,1998,24.3,1728.5
PYF,1999,24.15,1384.6
PYF,2000,24.09,1367.7
PYF,2001,24.17,1461.1
PYF,2002,24.48,1100.3
PYF,2003,24.42,1077.0
PYF,2004,24.26,1588.3
PYF,2005,24.35,1568.7
PYF,2006,24.43,1615.6
PYF,2007,24.32,1615.7
PYF,2008,24.08,902.0
PYF,2009,24.48,1398.5
PYF,2010,24.4,1217.4
PYF,2011,23.97,1080.6
PYF,2012,24.33,1518.3
PYF,2013,24.12,1361.8
PYF,2014,24.24,1571.5
PYF,2015,24.35,1294.8
PYF,2016,24.69,1667.2
PYF,2017,24.5,1735.4
PYF,2018,24.25,1329.5
PYF,2019,24.51,1248.7
PYF,2020,24.54,1339.4
PYF,2021,24.45,832.6
PYF,2022,24.05,1233.6
PYF,2023,24.71,1325.1
QAT,1990,27.35,55.0
QAT,1991,27.02,77.1
QAT,1992,26.26,62.5
QAT,1993,27.19,98.6
QAT,1994,27.62,44.5
QAT,1995,27.14,70.2
QAT,1996,27.68,110.8
QAT,1997,27.04,113.7
QAT,1998,28.19,67.9
QAT,1999,28.44,79.1
QAT,2000,27.85,71.5
QAT,2001,28.07,15.1
QAT,2002,27.93,50.4
QAT,2003,27.98,61.9
QAT,2004,27.97,70.5
QAT,2005,27.69,57.2
QAT,2006,28.06,60.2
QAT,2007,28.04,40.8
QAT,2008,27.94,39.1
QAT,2009,28.15,98.1
QAT,2010,28.96,35.8
QAT,2011,28.03,62.3
QAT,2012,28.36,44.3
QAT,2013,28.02,40.7
QAT,2014,28.25,91.4
QAT,2015,28.43,52.3
QAT,2016,28.74,35.6
QAT,2017,28.53,145.9
QAT,2018,29.0,61.5
QAT,2019,28.46,145.4
QAT,2020,28.29,59.3
QAT,2021,29.31,32.6
QAT,2022,28.95,58.0
QAT,2023,29.07,81.7
REU,1990,19.22,996.5
REU,1991,19.6,1388.0
REU,1992,19.33,869.1
REU,1993,19.36,2023.2
REU,1994,19.59,1420.4
REU,1995,19.42,1362.4
REU,1996,19.21,952.7
REU,1997,19.5,1307.2
REU,1998,19.76,1790.0
REU,1999,19.35,883.8
REU,2000,19.35,1147.0
REU,2001,19.78,1135.2
REU,2002,19.73,1503.3
REU,2003,19.88,1575.2
REU,2004,19.77,1449.5
REU,2005,19.62,1876.2
REU,2006,19.75,1690.3
REU,2007,19.76,1475.2
REU,2008,19.7,1524.1
REU,2009,20.2,1575.1
REU,2010,20.26,1641.2
REU,2011,20.21,1556.1
REU,2012,19.99,1256.0
REU,2013,19.97,1429.2
REU,2014,20.37,1197.4
REU,2015,20.32,1779.2
REU,2016,20.1,1129.4
REU,2017,20.46,1320.6
REU,2018,20.21,2047.3
REU,2019,20.65,1334.1
REU,2020,20.05,1017.3
REU,2021,20.19,1399.7
REU,2022,19.77,1447.4
REU,2023,20.36,1662.8
ROU,1990,10.13,471.6
ROU,1991,9.0,697.0
ROU,1992,9.74,545.0
ROU,1993,9.03,604.9
ROU,1994,10.63,534.5
ROU,1995,9.41,689.5
ROU,1996,8.86,666.3
ROU,1997,8.86,723.7
ROU,1998,9.45,721.5
ROU,1999,10.09,723.8
ROU,2000,10.63,459.5
ROU,2001,9.89,703.4
ROU,2002,10.49,609.6
ROU,2003,9.54,532.7
ROU,2004,9.7,722.5
ROU,2005,9.41,771.2
ROU,2006,9.7,663.3
ROU,2007,11.04,690.9
ROU,2008,10.71,628.6
ROU,2009,10.72,641.7
ROU,2010,10.08,837.0
ROU,2011,9.94,489.4
ROU,2012,10.52,611.5
ROU,2013,10.65,658.3
ROU,2014,11.05,768.3
ROU,2015,11.11,602.6
ROU,2016,10.62,724.7
ROU,2017,10.65,640.8
ROU,2018,11.26,640.1
ROU,2019,11.66,560.9
ROU,2020,11.25,631.5
ROU,2021,10.28,684.1
ROU,2022,11.18,508.4
ROU,2023,11.89,626.5
RUS,1990,-3.75,496.6
RUS,1991,-4.11,452.9
RUS,1992,-4.69,451.2
RUS,1993,-4.42,451.2
RUS,1994,-4.74,472.6
RUS,1995,-3.05,472.6
RUS,1996,-4.68,447.1
RUS,1997,-4.09,474.2
RUS,1998,-4.97,472.2
RUS,1999,-4.58,451.1
RUS,2000,-4.42,477.8
RUS,2001,-4.3,478.3
RUS,2002,-3.83,472.9
RUS,2003,-3.65,455.1
RUS,2004,-4.3,494.8
RUS,2005,-3.39,460.9
RUS,2006,-4.61,482.7
RUS,2007,-2.85,490.7
RUS,2008,-3.26,494.9
RUS,2009,-4.52,473.0
RUS,2010,-4.41,477.2
RUS,2011,-3.29,467.3
RUS,2012,-3.94,481.1
RUS,2013,-3.52,503.3
RUS,2014,-3.58,472.9
RUS,2015,-2.88,485.0
RUS,2016,-3.26,478.6
RUS,2017,-2.93,501.5
RUS,2018,-3.46,477.2
RUS,2019,-2.85,488.3
RUS,2020,-1.76,486.4
RUS,2021,-3.69,486.7
RUS,2022,-2.91,497.4
RUS,2023,-2.82,494.6
RWA,1990,18.84,1157.0
RWA,1991,18.87,1158.8
RWA,1992,18.85,1088.6
RWA,1993,18.83,1086.7
RWA,1994,18.93,1228.5
RWA,1995,19.18,1197.4
RWA,1996,18.92,1195.9
RWA,1997,19.12,1268.8
RWA,1998,19.05,1231.4
RWA,1999,19.09,1035.8
RWA,2000,19.29,1058.2
RWA,2001,19.35,1373.7
RWA,2002,19.62,1159.9
RWA,2003,19.61,1211.2
RWA,2004,19.36,853.8
RWA,2005,19.36,970.5
RWA,2006,19.24,1308.8
RWA,2007,19.28,1280.9
RWA,2008,19.17,1100.4
RWA,2009,19.63,1206.3
RWA,2010,19.6,1316.6
RWA,2011,19.12,1379.7
RWA,2012,19.01,1085.7
RWA,2013,19.2,1209.0
RWA,2014,19.01,1190.8
RWA,2015,19.07,1237.8
RWA,2016,19.32,1233.0
RWA,2017,19.48,1122.6
RWA,2018,19.07,1127.3
RWA,2019,19.28,1312.3
RWA,2020,19.13,1332.9
RWA,2021,19.21,1225.2
RWA,2022,19.17,1356.6
RWA,2023,19.5,1213.8
SAU,1990,25.43,105.3
SAU,1991,25.21,105.0
SAU,1992,24.51,111.1
SAU,1993,25.22,140.8
SAU,1994,25.59,96.4
SAU,1995,25.33,124.7
SAU,1996,25.68,120.3
SAU,1997,25.16,117.0
SAU,1998,26.04,105.1
SAU,1999,26.19,105.7
SAU,2000,25.71,94.3
SAU,2001,26.05,99.3
SAU,2002,25.93,109.0
SAU,2003,25.97,88.9
SAU,2004,25.88,98.2
SAU,2005,25.8,91.2
SAU,2006,25.91,94.0
SAU,2007,25.96,95.6
SAU,2008,25.94,92.0
SAU,2009,26.15,84.2
SAU,2010,26.91,90.5
SAU,2011,25.86,96.1
SAU,2012,26.16,99.6
SAU,2013,25.88,100.0
SAU,2014,26.12,97.5
SAU,2015,26.22,91.7
SAU,2016,26.25,95.3
SAU,2017,26.22,99.0
SAU,2018,26.47,105.6
SAU,2019,26.21,111.6
SAU,2020,26.11,101.6
SAU,2021,26.67,86.7
SAU,2022,26.32,98.9
SAU,2023,26.52,107.0
SDN,1990,27.72,157.0
SDN,1991,27.43,232.5
SDN,1992,26.69,233.2
SDN,1993,27.67,240.0
SDN,1994,27.18,286.5
SDN,1995,27.2,246.6
SDN,1996,27.7,216.0
SDN,1997,27.78,233.6
SDN,1998,27.9,284.9
SDN,1999,27.9,299.7
SDN,2000,27.66,239.8
SDN,2001,27.79,231.7
SDN,2002,27.98,223.6
SDN,2003,28.0,267.1
SDN,2004,28.14,199.8
SDN,2005,28.38,253.0
SDN,2006,28.02,260.4
SDN,2007,27.89,301.9
SDN,2008,28.2,233.0
SDN,2009,28.63,198.6
SDN,2010,29.2,261.0
SDN,2011,27.92,215.9
SDN,2012,28.18,266.5
SDN,2013,28.31,263.8
SDN,2014,28.16,289.8
SDN,2015,28.43,226.8
SDN,2016,28.63,253.3
SDN,2017,28.27,239.2
SDN,2018,28.26,304.1
SDN,2019,28.08,299.3
SDN,2020,27.47,282.2
SDN,2021,28.21,263.3
SDN,2022,27.58,303.7
SDN,2023,27.8,238.2
SEN,1990,28.74,562.2
SEN,1991,28.57,596.9
SEN,1992,28.43,590.3
SEN,1993,28.64,623.7
SEN,1994,28.14,761.6
SEN,1995,28.52,727.9
SEN,1996,28.89,611.2
SEN,1997,28.91,637.6
SEN,1998,29.4,682.1
SEN,1999,28.31,887.3
SEN,2000,28.54,707.9
SEN,2001,28.98,642.2
SEN,2002,29.02,497.2
SEN,2003,28.9,825.2
SEN,2004,29.06,638.2
SEN,2005,29.14,898.4
SEN,2006,28.92,709.1
SEN,2007,28.98,672.9
SEN,2008,28.93,839.0
SEN,2009,28.72,808.9
SEN,2010,29.44,918.4
SEN,2011,28.9,645.2
SEN,2012,28.79,894.6
SEN,2013,29.04,759.9
SEN,2014,28.91,659.1
SEN,2015,29.15,739.8
SEN,2016,29.28,735.5
SEN,2017,29.31,736.6
SEN,2018,28.86,688.6
SEN,2019,28.78,716.0
SEN,2020,29.51,785.1
SEN,2021,29.63,733.9
SEN,2022,28.97,940.5
SEN,2023,29.69,798.8
SGP,1990,27.46,2106.2
SGP,1991,27.41,2325.9
SGP,1992,27.38,2052.9
SGP,1993,27.3,2553.8
SGP,1994,27.38,2244.2
SGP,1995,27.49,2908.2
SGP,1996,27.45,2514.7
SGP,1997,27.85,1773.5
SGP,1998,28.11,2197.7
SGP,1999,27.4,2417.0
SGP,2000,27.6,2685.1
SGP,2001,27.7,2571.9
SGP,2002,28.05,2144.8
SGP,2003,27.81,2832.0
SGP,2004,27.73,2417.8
SGP,2005,27.78,2332.5
SGP,2006,27.58,2549.8
SGP,2007,27.55,2766.9
SGP,2008,27.44,2824.0
SGP,2009,27.68,2479.4
SGP,2010,28.0,2665.8
SGP,2011,27.68,2691.9
SGP,2012,27.78,2608.4
SGP,2013,27.9,2712.1
SGP,2014,27.96,2179.3
SGP,2015,28.04,1945.2
SGP,2016,28.21,2440.6
SGP,2017,27.84,2614.6
SGP,2018,27.89,2504.5
SGP,2019,28.29,1843.5
SGP,2020,28.18,2451.9
SGP,2021,27.82,3124.4
SGP,2022,27.8,2833.5
SGP,2023,28.1,2743.8
SLB,1990,26.51,3055.7
SLB,1991,25.93,3036.8
SLB,1992,25.93,3183.6
SLB,1993,25.9,3183.4
SLB,1994,25.9,3183.5
SLB,1995,25.97,3183.6
SLB,1996,25.94,3183.6
SLB,1997,25.89,3183.6
SLB,1998,26.0,3183.7
SLB,1999,25.98,3183.8
SLB,2000,25.99,3183.7
SLB,2001,25.89,3183.8
SLB,2002,25.91,3183.7
SLB,2003,25.92,3183.7
SLB,2004,25.96,3183.6
SLB,2005,25.95,3183.7
SLB,2006,25.94,3183.8
SLB,2007,25.92,3183.8
SLB,2008,25.89,3183.8
SLB,2009,25.95,3183.7
SLB,2010,26.01,3183.7
SLB,2011,25.89,3183.8
SLB,2012,25.89,3183.8
SLB,2013,25.89,3183.8
SLB,2014,25.89,3183.8
SLB,2015,25.89,3183.8
SLB,2016,25.89,3183.8
SLB,2017,25.89,3183.8
SLB,2018,25.89,3183.8
SLB,2019,25.89,3183.8
SLB,2020,25.89,3183.8
SLB,2021,25.89,3183.8
SLB,2022,25.89,3183.8
SLB,2023,25.89,3183.8
SLE,1990,26.34,2301.2
SLE,1991,26.25,2235.7
SLE,1992,26.17,2660.1
SLE,1993,26.26,2564.3
SLE,1994,26.06,2833.4
SLE,1995,26.27,2640.0
SLE,1996,26.43,2656.8
SLE,1997,26.51,2470.1
SLE,1998,26.92,2901.9
SLE,1999,26.16,2696.2
SLE,2000,26.3,2665.3
SLE,2001,26.48,2662.4
SLE,2002,26.74,2662.0
SLE,2003,26.53,2567.2
SLE,2004,26.63,2686.0
SLE,2005,26.67,2524.2
SLE,2006,26.79,3058.1
SLE,2007,26.78,2523.4
SLE,2008,26.5,2650.3
SLE,2009,26.44,2654.0
SLE,2010,26.8,2719.5
SLE,2011,26.52,2661.6
SLE,2012,26.32,2661.7
SLE,2013,26.51,2664.3
SLE,2014,26.43,2640.6
SLE,2015,26.6,2690.2
SLE,2016,26.86,2678.6
SLE,2017,26.83,2659.6
SLE,2018,26.6,2657.3
SLE,2019,26.47,2530.3
SLE,2020,26.85,2624.9
SLE,2021,27.16,2792.0
SLE,2022,26.51,2680.8
SLE,2023,27.22,3003.1
SLV,1990,24.87,1469.7
SLV,1991,25.08,1534.4
SLV,1992,25.02,2203.5
SLV,1993,24.93,1968.5
SLV,1994,25.12,1451.4
SLV,1995,25.15,1916.8
SLV,1996,24.7,1810.8
SLV,1997,25.21,1680.7
SLV,1998,25.38,1720.0
SLV,1999,24.57,1673.3
SLV,2000,24.82,1700.1
SLV,2001,25.15,1721.6
SLV,2002,25.33,1649.2
SLV,2003,25.4,1596.2
SLV,2004,25.29,1649.5
SLV,2005,25.18,1766.9
SLV,2006,25.21,1894.4
SLV,2007,25.13,1643.1
SLV,2008,25.06,1867.5
SLV,2009,25.42,1479.0
SLV,2010,24.99,1749.3
SLV,2011,25.18,1751.6
SLV,2012,25.26,1652.2
SLV,2013,25.26,1895.5
SLV,2014,25.3,1589.1
SLV,2015,25.67,1578.8
SLV,2016,25.71,1677.4
SLV,2017,25.5,1731.5
SLV,2018,25.03,1634.4
SLV,2019,25.5,1440.1
SLV,2020,25.74,1669.0
SLV,2021,25.51,1656.7
SLV,2022,25.22,1735.0
SLV,2023,25.85,1690.6
SOM,1990,26.81,273.4
SOM,1991,26.8,234.0
SOM,1992,26.73,234.4
SOM,1993,26.59,252.4
SOM,1994,26.69,291.4
SOM,1995,26.9,260.2
SOM,1996,26.85,239.5
SOM,1997,26.79,335.5
SOM,1998,27.07,266.4
SOM,1999,26.7,254.5
SOM,2000,26.79,273.6
SOM,2001,26.85,254.4
SOM,2002,27.06,280.7
SOM,2003,27.03,279.2
SOM,2004,26.89,283.4
SOM,2005,26.88,275.4
SOM,2006,26.93,287.4
SOM,2007,26.86,294.7
SOM,2008,26.7,269.3
SOM,2009,27.21,259.7
SOM,2010,26.93,259.6
SOM,2011,26.94,295.2
SOM,2012,26.85,264.5
SOM,2013,27.05,291.8
SOM,2014,27.01,269.1
SOM,2015,27.21,296.8
SOM,2016,27.26,285.2
SOM,2017,27.1,348.6
SOM,2018,26.81,297.4
SOM,2019,27.1,326.6
SOM,2020,27.01,264.2
SOM,2021,26.88,297.7
SOM,2022,27.04,330.4
SOM,2023,27.1,273.5
SRB,1990,11.27,570.4
SRB,1991,10.06,821.0
SRB,1992,11.3,672.1
SRB,1993,10.55,646.6
SRB,1994,11.98,630.3
SRB,1995,10.79,841.0
SRB,1996,10.01,840.0
SRB,1997,10.34,711.7
SRB,1998,10.8,797.4
SRB,1999,11.06,892.0
SRB,2000,12.12,493.1
SRB,2001,11.04,784.3
SRB,2002,11.89,748.4
SRB,2003,10.99,656.0
SRB,2004,10.77,879.3
SRB,2005,10.37,893.4
SRB,2006,11.12,743.4
SRB,2007,12.23,791.8
SRB,2008,12.04,726.0
SRB,2009,11.98,810.7
SRB,2010,11.01,1015.3
SRB,2011,11.37,528.4
SRB,2012,11.89,679.7
SRB,2013,11.79,796.5
SRB,2014,12.47,972.7
SRB,2015,12.28,709.4
SRB,2016,11.69,903.5
SRB,2017,11.85,692.4
SRB,2018,12.67,741.8
SRB,2019,12.85,780.0
SRB,2020,12.19,728.0
SRB,2021,11.52,770.7
SRB,2022,12.54,633.9
SRB,2023,13.02,862.3
SSD,1990,28.06,891.6
SSD,1991,27.59,1063.8
SSD,1992,27.03,958.4
SSD,1993,27.57,994.6
SSD,1994,27.21,963.1
SSD,1995,27.43,1010.8
SSD,1996,27.53,1008.5
SSD,1997,27.84,986.1
SSD,1998,27.78,992.1
SSD,1999,27.46,1045.0
SSD,2000,27.89,980.6
SSD,2001,27.92,977.1
SSD,2002,28.3,972.9
SSD,2003,28.25,1016.4
SSD,2004,28.49,928.4
SSD,2005,28.63,940.1
SSD,2006,28.37,1053.7
SSD,2007,28.51,1083.0
SSD,2008,28.62,1042.1
SSD,2009,29.22,902.8
SSD,2010,29.07,1007.4
SSD,2011,28.18,969.1
SSD,2012,27.86,983.9
SSD,2013,28.13,982.5
SSD,2014,27.81,1004.2
SSD,2015,28.18,975.1
SSD,2016,28.34,972.1
SSD,2017,28.04,993.7
SSD,2018,27.79,1000.0
SSD,2019,27.91,1046.3
SSD,2020,27.54,993.1
SSD,2021,27.92,970.4
SSD,2022,27.54,1021.1
SSD,2023,28.1,966.3
STP,1990,24.19,2341.5
STP,1991,24.26,2057.6
STP,1992,24.02,1873.3
STP,1993,24.23,2091.8
STP,1994,24.17,2081.7
STP,1995,24.38,2237.6
STP,1996,24.19,2345.1
STP,1997,24.12,2267.3
STP,1998,24.75,2331.0
STP,1999,24.49,2515.8
STP,2000,24.5,2475.5
STP,2001,24.49,2225.4
STP,2002,24.7,2543.5
STP,2003,24.74,2105.0
STP,2004,24.52,2121.2
STP,2005,24.62,1845.3
STP,2006,24.66,1949.4
STP,2007,24.64,2797.4
STP,2008,24.48,2396.0
STP,2009,24.56,2214.8
STP,2010,24.77,1842.2
STP,2011,24.43,2146.1
STP,2012,24.54,2539.8
STP,2013,24.52,2128.7
STP,2014,24.6,2099.2
STP,2015,24.62,1895.2
STP,2016,24.57,2010.1
STP,2017,24.48,2152.6
STP,2018,24.75,2309.4
STP,2019,24.47,2278.6
STP,2020,24.63,2145.6
STP,2021,24.92,2183.4
STP,2022,24.68,2426.9
STP,2023,24.66,2108.7
SUR,1990,26.43,2846.0
SUR,1991,26.22,2197.0
SUR,1992,25.99,2012.0
SUR,1993,26.04,2412.0
SUR,1994,26.18,2416.7
SUR,1995,26.71,2017.5
SUR,1996,26.41,2683.0
SUR,1997,26.81,2118.3
SUR,1998,27.08,2037.9
SUR,1999,26.45,2303.0
SUR,2000,26.51,2623.7
SUR,2001,26.57,1980.8
SUR,2002,26.43,2254.6
SUR,2003,26.91,1952.2
SUR,2004,26.58,2238.5
SUR,2005,26.77,2561.5
SUR,2006,26.65,2319.4
SUR,2007,26.58,2600.0
SUR,2008,26.44,2473.7
SUR,2009,26.61,2067.9
SUR,2010,26.92,2286.0
SUR,2011,26.51,2370.5
SUR,2012,26.38,2276.1
SUR,2013,26.42,2596.2
SUR,2014,26.54,2121.8
SUR,2015,26.93,2402.2
SUR,2016,26.89,2217.7
SUR,2017,26.76,2329.9
SUR,2018,26.55,2362.3
SUR,2019,26.82,1962.3
SUR,2020,26.93,2104.7
SUR,2021,26.64,2879.6
SUR,2022,26.57,2756.8
SUR,2023,27.13,2305.8
SVK,1990,8.93,691.7
SVK,1991,7.84,739.8
SVK,1992,8.87,651.4
SVK,1993,8.18,653.0
SVK,1994,9.45,738.9
SVK,1995,8.39,809.2
SVK,1996,7.1,804.4
SVK,1997,7.97,695.8
SVK,1998,8.51,823.2
SVK,1999,8.81,846.0
SVK,2000,9.65,669.8
SVK,2001,8.52,770.9
SVK,2002,9.24,785.9
SVK,2003,8.68,578.8
SVK,2004,8.37,801.7
SVK,2005,8.13,840.3
SVK,2006,8.64,715.7
SVK,2007,9.63,796.6
SVK,2008,9.56,768.3
SVK,2009,9.24,830.9
SVK,2010,8.2,1101.2
SVK,2011,9.12,599.0
SVK,2012,9.23,672.6
SVK,2013,9.03,785.7
SVK,2014,10.12,863.8
SVK,2015,9.98,671.3
SVK,2016,9.4,890.8
SVK,2017,9.39,798.2
SVK,2018,10.29,713.8
SVK,2019,10.33,772.6
SVK,2020,9.93,854.2
SVK,2021,8.96,747.0
SVK,2022,10.06,651.6
SVK,2023,10.51,927.0
SVN,1990,9.61,1385.5
SVN,1991,8.6,1378.6
SVN,1992,9.86,1396.3
SVN,1993,9.15,1310.8
SVN,1994,10.43,1344.7
SVN,1995,9.2,1485.9
SVN,1996,8.29,1566.9
SVN,1997,9.13,1243.3
SVN,1998,9.49,1424.2
SVN,1999,9.53,1442.4
SVN,2000,10.49,1389.2
SVN,2001,9.45,1181.9
SVN,2002,10.16,1462.2
SVN,2003,9.7,1068.4
SVN,2004,9.11,1477.7
SVN,2005,8.76,1407.3
SVN,2006,9.56,1192.3
SVN,2007,10.36,1304.1
SVN,2008,10.22,1412.1
SVN,2009,10.08,1509.2
SVN,2010,9.09,1607.9
SVN,2011,10.15,1027.2
SVN,2012,10.25,1332.9
SVN,2013,9.94,1587.1
SVN,2014,10.76,1889.3
SVN,2015,10.66,1452.7
SVN,2016,10.14,1659.0
SVN,2017,10.2,1414.6
SVN,2018,11.03,1408.3
SVN,2019,10.99,1641.2
SVN,2020,10.61,1570.2
SVN,2021,9.92,1263.6
SVN,2022,11.1,1076.6
SVN,2023,11.31,1621.0
SWE,1990,3.91,671.7
SWE,1991,2.99,601.4
SWE,1992,3.44,667.8
SWE,1993,2.45,670.8
SWE,1994,2.57,579.8
SWE,1995,2.64,622.6
SWE,1996,1.91,563.2
SWE,1997,3.18,584.7
SWE,1998,2.36,775.8
SWE,1999,3.12,692.6
SWE,2000,3.95,822.1
SWE,2001,2.68,708.4
SWE,2002,3.22,600.4
SWE,2003,3.16,577.1
SWE,2004,3.19,658.6
SWE,2005,3.52,624.9
SWE,2006,3.81,656.8
SWE,2007,3.68,683.9
SWE,2008,3.84,699.2
SWE,2009,3.17,657.0
SWE,2010,1.33,639.3
SWE,2011,4.0,686.3
SWE,2012,2.59,728.5
SWE,2013,3.39,582.9
SWE,2014,4.27,631.4
SWE,2015,3.96,691.6
SWE,2016,3.49,624.5
SWE,2017,3.21,680.2
SWE,2018,3.74,541.8
SWE,2019,3.5,681.0
SWE,2020,4.6,665.4
SWE,2021,3.1,610.2
SWE,2022,3.9,599.3
SWE,2023,3.38,705.6
SWZ,1990,20.22,693.0
SWZ,1991,20.38,670.1
SWZ,1992,21.12,492.0
SWZ,1993,20.76,782.3
SWZ,1994,19.88,663.0
SWZ,1995,20.36,776.1
SWZ,1996,20.03,907.0
SWZ,1997,20.13,924.1
SWZ,1998,20.73,957.3
SWZ,1999,20.62,878.7
SWZ,2000,19.72,1436.3
SWZ,2001,20.19,887.0
SWZ,2002,20.32,628.9
SWZ,2003,20.67,727.0
SWZ,2004,20.73,857.9
SWZ,2005,21.09,706.0
SWZ,2006,20.4,857.1
SWZ,2007,20.63,718.1
SWZ,2008,20.67,803.0
SWZ,2009,20.58,858.9
SWZ,2010,20.92,699.7
SWZ,2011,20.41,799.7
SWZ,2012,20.88,946.6
SWZ,2013,20.73,756.4
SWZ,2014,20.78,812.5
SWZ,2015,21.35,742.4
SWZ,2016,21.33,812.8
SWZ,2017,20.8,840.1
SWZ,2018,21.17,779.8
SWZ,2019,21.59,751.2
SWZ,2020,20.84,739.6
SWZ,2021,20.48,985.5
SWZ,2022,20.9,814.2
SWZ,2023,21.06,1043.9
SYC,1990,26.85,1664.8
SYC,1991,26.83,1965.4
SYC,1992,26.63,1952.7
SYC,1993,26.64,1562.7
SYC,1994,26.92,1996.8
SYC,1995,26.93,1721.2
SYC,1996,26.61,1674.4
SYC,1997,27.12,1640.3
SYC,1998,27.28,1461.7
SYC,1999,26.81,1555.8
SYC,2000,26.75,1675.4
SYC,2001,26.91,1603.5
SYC,2002,26.88,1891.3
SYC,2003,26.99,1852.7
SYC,2004,26.8,1605.0
SYC,2005,27.01,1542.5
SYC,2006,27.0,1544.2
SYC,2007,27.25,1370.5
SYC,2008,26.92,1450.9
SYC,2009,27.32,1617.4
SYC,2010,27.4,1522.2
SYC,2011,27.27,1434.5
SYC,2012,27.21,1398.8
SYC,2013,27.2,1654.6
SYC,2014,27.22,1757.5
SYC,2015,27.51,1734.7
SYC,2016,27.3,1473.7
SYC,2017,27.42,1606.5
SYC,2018,27.31,1475.7
SYC,2019,27.51,1925.7
SYC,2020,27.5,1891.1
SYC,2021,27.27,1573.2
SYC,2022,27.09,1651.1
SYC,2023,27.58,1751.6
SYR,1990,18.2,200.0
SYR,1991,18.1,333.2
SYR,1992,16.64,344.4
SYR,1993,17.69,289.8
SYR,1994,18.76,380.9
SYR,1995,18.21,227.1
SYR,1996,18.69,366.7
SYR,1997,17.71,314.8
SYR,1998,19.13,262.9
SYR,1999,19.08,189.8
SYR,2000,18.41,288.7
SYR,2001,19.2,326.4
SYR,2002,18.52,293.2
SYR,2003,18.63,376.2
SYR,2004,18.48,290.5
SYR,2005,18.52,256.4
SYR,2006,18.45,283.6
SYR,2007,18.66,263.9
SYR,2008,18.8,183.9
SYR,2009,18.72,297.4
SYR,2010,20.32,223.1
SYR,2011,18.19,309.1
SYR,2012,19.04,374.5
SYR,2013,18.77,263.7
SYR,2014,19.29,257.8
SYR,2015,19.06,286.4
SYR,2016,19.17,292.8
SYR,2017,19.08,196.7
SYR,2018,19.94,370.4
SYR,2019,19.29,380.4
SYR,2020,19.38,331.5
SYR,2021,19.69,229.5
SYR,2022,19.17,275.7
SYR,2023,19.75,298.2
TCD,1990,27.39,259.2
TCD,1991,27.39,349.0
